,department,function,industry,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,minimum_salary_grp,maximum_salary_grp,company_profile_length,description_length,requirements_length,benefits_length,dominant_topic
10040,0,1,0,0,0,0,2,0,3,-1,-1,-1.083280545957376,0.7760849865633004,-0.7966753918030385,-0.533685011003553,26
2364,0,1,1,0,1,1,5,0,1,-1,-1,0.738173952270527,0.7688817766311105,0.9066604013866489,-0.06621017291928266,6
10492,1,1,1,0,1,1,5,3,5,-1,-1,-0.31944478863599735,0.934555605071477,5.511608912044816,-0.44711559654350297,21
12705,1,1,0,0,1,1,0,0,0,-1,-1,1.7722900544902396,-0.9742950269588323,4.382653793302813,-0.533685011003553,18
9367,0,0,0,0,1,0,5,0,9,-1,-1,0.5619041621194396,0.6392239978516933,-0.30151963796882697,-0.3432322991914429,29
9729,0,1,1,0,0,0,5,5,5,1,1,-1.083280545957376,-0.1963483542823289,1.2334631989172284,-0.533685011003553,29
12082,1,1,1,0,1,1,5,3,8,2,2,2.829908795396764,1.3955610407316272,0.867047941079912,1.0245644492773482,27
976,0,1,0,0,0,0,3,0,0,-1,-1,-1.083280545957376,-0.61413453034934,2.025712405051967,-0.533685011003553,9
13037,0,1,1,0,1,1,5,5,9,3,3,-0.5309685368173023,0.8985395554105278,0.8175323656964909,0.9553089177093083,29
7103,0,0,0,0,1,1,5,0,0,-1,-1,0.40913701065516384,0.7040528872414019,-0.4203570188890377,0.2800674849209176,20
698,0,1,1,0,1,0,5,0,0,-1,-1,0.2093645818172648,0.034154363547746175,0.46102022293585865,-0.06621017291928266,17
5922,0,1,1,0,1,1,5,3,1,-1,-1,0.05659743035298908,-0.10990983509605075,0.35208595709233215,-0.533685011003553,21
3345,1,1,1,0,0,0,5,4,5,0,0,-1.083280545957376,-0.49167996150211263,0.4115046475524375,0.33200913359694767,5
92,1,1,1,1,0,0,5,4,5,0,1,-1.083280545957376,0.7040528872414019,-0.7966753918030385,-0.533685011003553,21
12265,1,1,0,0,1,1,0,0,0,-1,-1,0.17411062378704734,0.2718602913100111,0.738307445083017,0.4705201967330278,29
16286,1,1,1,0,1,1,5,5,9,-1,-1,0.15060798510023568,0.8913363454783378,-0.004426185668300106,-0.17009347027134275,16
17716,1,1,1,0,0,1,3,3,5,1,2,-1.083280545957376,0.04135757347993602,-0.7471598164196173,-0.49905724521953304,21
1977,1,0,0,0,1,1,5,0,0,-1,-1,-0.4604606207568673,-0.10990983509605075,-0.33122898319887967,0.4878340796250378,29
8791,0,1,1,0,1,0,5,0,0,-1,-1,-0.5897251335343313,0.3510956005640994,0.32237661186227945,0.19349807046086756,5
14190,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,-0.16033230462137968,0.005476929408384123,-0.533685011003553,23
6013,1,0,0,0,1,1,0,0,0,-1,-1,-0.6954870076249838,-0.8734500879081745,-0.6382255505760908,-0.15277958737933273,7
1530,1,1,1,0,0,0,5,4,0,1,1,-1.083280545957376,-0.7870115687218963,0.23324857617212139,1.821003062309809,21
14201,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,1.0570101739187043,0.9363697466167017,-0.533685011003553,16
15684,1,1,0,0,1,0,5,3,8,-1,-1,0.3386290945947289,3.232379573440038,4.135075916385707,0.17618418756885754,3
3491,0,1,1,0,1,0,5,3,9,-1,-1,0.09185138838320656,0.6176143680551237,-0.06384487612840548,0.4012646651649877,29
12284,1,1,1,0,1,1,5,4,8,0,1,0.10360270772661238,0.034154363547746175,0.43131087770580595,1.5093531702536287,29
140,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
3946,1,1,1,0,1,1,5,5,9,-1,-1,-0.4017040240398381,-0.1819419344179492,0.3124734967855952,1.4574115215775987,26
2470,0,0,0,1,1,0,0,0,0,-1,-1,-1.083280545957376,-0.3980382323836446,0.11441119525191064,-0.533685011003553,29
5541,0,0,1,0,1,0,4,0,0,-1,-1,0.5736554814628454,0.41592448995380804,0.9066604013866489,-0.533685011003553,29
1281,0,0,0,0,1,0,0,0,0,-1,-1,2.6066337278720533,-0.9670918170266425,-0.6976442410361962,-0.3432322991914429,7
12226,1,1,1,0,1,0,5,0,9,-1,-1,0.22111590116067065,-0.9454821872300729,-0.08365110628177394,-0.533685011003553,4
13074,1,1,1,0,1,0,5,4,5,1,1,-0.03741312439425753,0.04135757347993602,-0.11336045151182662,-0.2566628847313928,11
7035,0,1,1,0,1,1,5,5,9,-1,-1,-0.14317499848490997,-0.239567613875468,0.1342174254052791,1.1630755124134284,29
15808,0,0,0,0,1,0,4,0,0,-1,-1,-1.083280545957376,0.3510956005640994,-0.7966753918030385,-0.533685011003553,20
911,1,1,1,0,1,1,5,3,3,1,1,-0.6014764528777372,-0.09550341523167107,-0.024232415821668563,-0.2566628847313928,7
15436,1,1,1,0,1,0,5,0,11,-1,-1,-0.2841908306057799,1.0858230136474638,0.3718921872457006,-0.29129065051541286,21
8238,1,0,1,0,1,1,4,2,0,-1,-1,0.3856343719683522,-0.145925884757,0.17382988571201602,-0.533685011003553,9
2142,0,0,1,0,1,1,5,0,0,-1,-1,0.5736554814628454,-0.3404125529261258,-0.16287602689524777,-0.533685011003553,16
11488,0,1,1,0,1,1,5,5,0,-1,-1,-0.5192172174738964,0.026951153615556327,0.1342174254052791,-0.15277958737933273,29
2584,0,1,1,0,1,1,5,2,3,-1,-1,0.2798724978776998,-0.4772735416377329,-0.5490975148859327,-0.533685011003553,29
8929,1,1,1,0,1,1,5,0,0,-1,-1,2.3246020636303135,0.7328657269701613,1.1146258179970179,-0.533685011003553,10
4392,1,0,0,0,0,0,0,0,0,-1,-1,-1.083280545957376,-0.3980382323836446,-0.7966753918030385,-0.533685011003553,2
14931,1,1,1,0,1,1,5,3,0,-1,-1,2.3246020636303135,0.7400689369023511,-0.29161652289214274,-0.533685011003553,11
3414,1,1,1,0,1,1,5,3,0,-1,-1,-0.47221194010027306,1.640470178426082,-0.172779141971932,0.3839507822729777,29
1462,1,1,1,1,1,0,5,4,5,1,1,3.6289985107483598,-0.7437923091287573,-0.7075473561128803,-0.3432322991914429,5
15773,1,1,1,0,1,1,5,5,9,2,1,1.278734642067195,-0.05948736557072183,0.23324857617212139,4.781677036843521,7
8670,0,0,1,0,1,0,5,0,0,-1,-1,0.2093645818172648,1.1938711626303113,0.995788437076807,1.0938199808453883,14
5674,1,1,1,0,1,1,5,4,0,-1,-1,-0.4604606207568673,-0.009064896045392904,0.11441119525191064,-0.533685011003553,29
6589,0,1,1,0,1,1,5,5,12,-1,-1,1.5725176256523405,-0.4556639118411634,1.5008473059877028,2.028769657013929,11
10701,1,1,1,0,1,0,5,3,9,-1,-1,0.7499252716139329,0.9849780745968059,-0.5788068601159854,1.0072505663853384,21
16452,1,0,1,0,1,1,2,4,0,-1,-1,-0.7072383269683896,-0.707776259467808,0.005476929408384123,1.872944710985839,7
7250,1,0,1,0,1,1,5,3,12,-1,-1,0.3386290945947289,-0.333209342993936,-0.172779141971932,0.4705201967330278,3
15092,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
690,1,1,1,0,1,1,5,3,9,2,2,-0.4604606207568673,-0.09550341523167107,0.054992504791805265,-0.18740735316335277,29
2868,0,0,0,0,1,0,0,0,0,-1,-1,1.1729727679765425,-0.6861666296712384,0.1342174254052791,-0.533685011003553,16
15189,1,1,0,0,1,0,5,2,9,-1,-1,-0.9422647138365061,0.29346992110658066,0.4412139927824902,1.3015865755495086,29
17302,0,0,0,0,1,0,5,0,0,-1,-1,0.13885666575682987,0.21423461185249232,3.412148515787759,2.1153390714739793,29
14746,1,1,1,0,1,0,5,3,0,-1,-1,0.2798724978776998,1.4819995599179052,-0.10345733643514239,-0.533685011003553,29
10425,0,1,1,0,1,0,5,3,9,-1,-1,-0.2841908306057799,0.06296720327650555,-0.15297291181856354,-0.29129065051541286,21
14272,0,0,0,0,1,0,0,0,0,-1,-1,0.3621317332815406,-0.4484607019089735,-0.7966753918030385,-0.533685011003553,19
9772,0,0,1,0,0,0,5,4,0,-1,-1,-1.083280545957376,-0.5997281104849603,-0.7966753918030385,-0.533685011003553,29
4627,0,1,1,0,1,0,5,3,1,-1,-1,0.6559147168666862,1.0137909143255652,-0.10345733643514239,1.0072505663853384,6
776,1,1,1,0,1,1,5,5,5,3,3,0.9732003391386435,0.20703140192030248,0.4214077626291217,1.2842726926574985,20
6118,0,0,0,0,0,0,5,0,9,-1,-1,-1.083280545957376,0.07737362314088525,0.35208595709233215,-0.533685011003553,21
9008,0,1,1,0,1,1,3,4,9,-1,-1,-0.9657673525233178,-0.9742950269588323,-0.5887099751926697,-0.481743362327523,25
7984,1,1,1,0,1,1,5,5,0,2,2,0.7146713135837154,0.3871116502250486,1.3027850044540181,3.41388028837473,0
17563,0,0,0,0,0,0,4,0,0,-1,-1,-1.083280545957376,-0.7942147786540862,-0.7570629314963015,-0.42980171365149294,2
3157,1,0,0,0,1,1,0,0,0,-1,-1,-0.6602330495947664,-0.9814982368910221,-0.09355422135845817,-0.27397676762340284,23
1383,0,1,1,0,1,1,2,3,1,-1,-1,0.45614228802878715,-0.239567613875468,-0.7075473561128803,-0.464429479435513,24
13111,0,1,1,0,1,1,1,1,9,-1,-1,-0.41345534338324397,0.034154363547746175,0.5303420284726482,-0.533685011003553,20
13602,1,1,0,0,1,1,5,3,9,-1,-1,-0.08441840176788083,0.40151807008942836,0.1639267706353318,0.14155642178483752,21
9870,0,0,0,0,1,1,0,0,0,-1,-1,-0.7894975623722303,-0.6645569998746689,0.2728610364788583,-0.533685011003553,7
14983,0,1,1,0,1,1,5,1,5,-1,-1,0.7851792296441503,-0.5276960111630619,-0.48967882442582733,-0.533685011003553,3
5398,1,0,0,0,1,1,0,0,0,-1,-1,-0.8482541590892595,-0.5132895912986821,-0.26190717766209004,1.821003062309809,21
1175,0,1,1,0,1,0,5,5,9,-1,-1,1.4550044322182825,0.034154363547746175,-0.26190717766209004,-0.533685011003553,28
13864,1,1,1,0,1,0,5,4,1,2,2,-0.09616972111128666,-0.2107547741467086,-0.5887099751926697,1.3535282242255386,27
17476,0,1,1,0,1,1,5,5,9,-1,-1,0.13885666575682987,2.468839320627914,1.4612348456809658,-0.533685011003553,29
12942,1,0,0,0,1,1,1,4,0,-1,-1,2.3951099796907482,-0.49888317143430244,1.510750421064387,2.0114557741219192,21
10898,0,0,1,0,1,1,5,1,5,-1,-1,0.45614228802878715,-0.43405428204459384,-0.6976442410361962,-0.49905724521953304,24
10494,1,1,1,0,1,1,5,5,9,-1,-1,0.32687777525132306,1.4675931400535256,-0.38074455858230083,0.626345142761118,9
3413,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,0.22864103171687203,-0.7966753918030385,-0.533685011003553,8
17645,0,1,1,0,0,1,4,1,1,1,1,-1.083280545957376,-0.7293858892643775,-0.6085162053460381,-0.49905724521953304,8
4128,0,1,1,0,1,0,2,4,5,-1,-1,-0.31944478863599735,-0.13151946489262029,-0.5788068601159854,-0.533685011003553,7
7929,1,1,0,0,1,1,5,0,0,-1,-1,3.8640248976164764,0.559988688597605,0.23324857617212139,-0.533685011003553,9
2933,0,1,1,0,1,1,5,0,0,-1,-1,3.158945737012127,0.026951153615556327,0.3421828420156479,3.63896076597086,26
17002,0,0,1,0,1,1,5,5,0,-1,-1,0.6089094394930629,0.5167694290044659,-0.1430697967418793,0.05498700732478744,14
10835,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,1.114635853376223,0.520438913395964,-0.533685011003553,21
2265,1,1,1,1,1,1,3,5,1,-1,-1,2.7241469213061116,-0.37642860258707506,-0.7966753918030385,-0.533685011003553,9
8948,0,0,1,0,1,1,5,0,0,-1,-1,0.45614228802878715,0.19982819198811264,-0.18268225704861624,-0.533685011003553,28
7486,0,0,0,0,1,0,0,0,0,-1,-1,1.3727451968144415,-0.8590436680437947,-0.44016324904240617,-0.533685011003553,7
9899,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
11311,1,0,0,0,1,0,0,0,0,-1,-1,0.4326396493419755,-0.5204928012308719,-0.48967882442582733,0.33200913359694767,9
10744,0,1,1,0,1,1,5,5,9,3,3,-0.4604606207568673,-0.3404125529261258,0.1342174254052791,0.1588703046768475,26
2249,0,1,1,0,1,1,5,5,1,-1,-1,-0.5074658981304906,-1.0463271262807308,-0.44016324904240617,0.574403494085088,29
6813,0,1,1,0,1,0,5,5,9,-1,-1,-0.3782013853530265,0.46634695947913696,-0.7966753918030385,-0.533685011003553,29
11586,1,1,1,0,1,1,5,3,0,-1,-1,-0.8482541590892595,0.1638121423271634,-0.46987259427245887,0.8341117374652381,4
7956,0,1,1,0,1,1,5,4,9,-1,-1,0.2916238172211056,0.46634695947913696,0.1342174254052791,0.9899366834933283,29
14516,0,1,1,0,1,1,5,4,0,-1,-1,0.9614490197952377,0.6248175779873135,0.6194700641628064,-0.04889629002727265,16
12279,0,0,0,0,1,0,5,4,0,-1,-1,-0.6602330495947664,-0.18914514435013907,0.3718921872457006,-0.533685011003553,29
11083,0,0,1,0,1,0,5,0,0,-1,-1,0.2093645818172648,1.1938711626303113,0.995788437076807,1.0938199808453883,14
3079,1,0,0,0,1,1,5,0,0,-1,-1,-0.4604606207568673,-0.1027066251638609,-0.30151963796882697,0.41857854805699773,16
7848,0,1,1,0,0,1,5,4,9,-1,-1,-1.083280545957376,-1.125562435534819,-0.77686916164967,-0.5163711281115431,9
11619,0,1,1,0,1,1,5,5,1,-1,-1,-0.5544711755041138,-0.13872267482481013,0.4412139927824902,-0.533685011003553,9
9203,0,1,1,1,1,0,5,5,0,-1,-1,0.11535402707001821,0.12059288273402433,0.738307445083017,0.3493230164889577,9
10836,1,1,0,0,1,1,0,0,0,-1,-1,1.7722900544902396,-1.1687816951279582,3.065539488103811,-0.533685011003553,16
14433,0,0,0,0,1,0,0,0,0,-1,-1,0.3621317332815406,-0.570915270756201,-0.7966753918030385,-0.533685011003553,19
1460,1,1,0,0,1,1,0,0,0,-1,-1,1.7722900544902396,-1.132765645467009,5.353159070817869,-0.533685011003553,21
10963,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,0.026951153615556327,0.35208595709233215,-0.533685011003553,13
12045,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,-0.5997281104849603,-0.7966753918030385,-0.533685011003553,22
4374,1,1,1,0,1,1,5,3,12,-1,-1,0.2916238172211056,0.3871116502250486,0.5501482586260167,0.9899366834933283,29
1248,1,0,1,0,1,1,5,0,0,-1,-1,-0.22543423388875075,-0.7509955190609471,0.7977261355431224,-0.533685011003553,21
778,1,1,1,0,1,0,5,1,0,2,1,-1.083280545957376,-0.1819419344179492,-0.7966753918030385,-0.533685011003553,21
5169,0,1,0,0,1,1,5,1,5,-1,-1,0.45614228802878715,-0.5204928012308719,-0.7075473561128803,-0.49905724521953304,24
4619,0,0,1,0,1,1,1,0,0,-1,-1,0.5736554814628454,0.21423461185249232,-0.014329300744984336,-0.49905724521953304,21
4983,0,1,0,0,1,1,5,0,0,-1,-1,0.738173952270527,0.20703140192030248,-0.06384487612840548,0.10692865600081748,11
14899,0,1,1,0,1,0,5,3,9,-1,-1,-0.5427198561607081,-0.26117724367203754,0.12431431032859487,-0.412487830759483,29
17285,1,1,1,0,1,0,5,4,1,-1,-1,1.678279499742993,0.4303309098181877,-0.7966753918030385,-0.533685011003553,21
11875,0,0,0,0,0,0,0,0,0,-1,-1,-1.083280545957376,-1.0751399660094902,-0.5887099751926697,-0.533685011003553,21
590,1,0,0,0,1,1,0,0,0,-1,-1,0.7734279103007444,0.8697267156817683,-0.33122898319887967,2.85983603583041,29
17769,0,1,0,0,1,0,5,4,5,2,2,0.6089094394930629,-0.16753551455356952,-0.4500663641190904,-0.29129065051541286,21
8431,0,1,1,0,1,1,5,0,0,0,0,-0.7072383269683896,-0.12431625496043044,-0.5094850545791958,-0.29129065051541286,5
12512,0,1,1,0,1,1,5,4,1,0,0,-0.03741312439425753,-0.43405428204459384,-0.13316668166519507,-0.533685011003553,29
3730,1,1,1,1,1,0,5,4,5,1,2,3.6289985107483598,-0.7437923091287573,-0.6976442410361962,-0.42980171365149294,4
4516,0,1,1,0,1,1,5,3,0,-1,-1,0.10360270772661238,1.3163257314775387,-0.29161652289214274,2.1672807201500093,29
7832,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,0.6176143680551237,0.054992504791805265,-0.533685011003553,23
17189,0,1,1,0,1,0,5,4,1,1,0,0.7734279103007444,0.20703140192030248,-0.2520040625854058,-0.533685011003553,5
14507,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,0.08457683307307509,-0.7966753918030385,-0.533685011003553,8
2893,0,1,1,0,1,0,1,3,1,-1,-1,-0.8600054784326654,-0.5565088508918212,-0.6580317807294592,-0.533685011003553,9
6665,0,0,0,0,1,1,0,0,0,-1,-1,-0.2019315952019391,-0.7437923091287573,-0.2421009475087216,0.03767312443277742,26
3964,0,1,1,0,1,1,5,4,5,0,0,-0.6484817302513605,0.048560783412125864,-0.08365110628177394,0.14155642178483752,21
8493,0,1,1,0,1,1,5,5,9,-1,-1,1.5020097095919056,-0.009064896045392904,-0.4203570188890377,-0.533685011003553,21
15624,0,1,1,0,1,0,5,5,6,3,3,0.5854068008062513,-0.145925884757,0.5006326832425956,0.3493230164889577,29
14504,0,1,1,0,1,1,5,5,9,-1,-1,-0.2489368725755624,-0.39083502245145474,0.02528315956175258,0.17618418756885754,21
8659,1,1,1,0,1,1,5,5,9,-1,-1,-0.813000201059042,-0.7293858892643775,-0.26190717766209004,-0.533685011003553,29
6417,0,1,1,0,1,0,5,5,9,-1,-1,0.3386290945947289,-0.7870115687218963,0.4115046475524375,0.19349807046086756,4
12346,0,0,1,0,0,0,5,0,0,-1,-1,-0.7072383269683896,-0.15312909468918984,-0.7966753918030385,-0.533685011003553,15
2128,0,1,1,0,1,1,3,5,1,-1,-1,0.4913962460590046,-0.2971932933329868,-0.03413553089835279,-0.2220351189473728,29
11920,0,1,1,0,1,0,5,5,0,-1,-1,1.3139886000974124,-0.37642860258707506,1.7187158376747558,-0.39517394786747295,29
17867,1,1,1,0,1,0,5,4,1,1,0,-1.083280545957376,-0.5493056409596314,-0.5887099751926697,-0.42980171365149294,5
4104,1,1,1,0,0,1,5,5,9,3,2,-1.083280545957376,-0.145925884757,-0.44016324904240617,-0.533685011003553,21
14517,0,1,1,0,1,0,5,5,9,2,3,-0.2489368725755624,-0.12431625496043044,0.054992504791805265,-0.533685011003553,9
17022,1,1,1,0,1,1,5,0,9,-1,-1,0.5148988847458162,0.2718602913100111,-0.23219783243203737,-0.29129065051541286,21
1982,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
7592,0,1,0,1,1,1,4,2,0,-1,-1,0.15060798510023568,0.6320207879195034,-0.7570629314963015,-0.533685011003553,29
3821,0,0,0,0,1,0,0,0,0,-1,-1,1.1729727679765425,-0.6501505800102892,0.5501482586260167,-0.533685011003553,24
16660,0,0,1,0,0,0,5,5,0,-1,-1,-1.083280545957376,-0.32600613306174614,-0.7966753918030385,-0.533685011003553,6
10062,1,1,0,0,1,0,5,3,1,1,1,1.0672108938858902,1.0930262235796535,0.35208595709233215,0.5570896111930779,29
14381,0,1,1,0,1,1,5,6,9,3,3,1.34924255812763,1.4892027698500951,-0.5689037450393012,-0.13546570448732273,11
15308,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
4640,1,0,1,0,1,1,5,5,0,-1,-1,2.5831310891852417,0.14220251253059388,-0.7966753918030385,-0.533685011003553,7
2091,0,1,1,0,1,0,5,5,9,-1,-1,0.6559147168666862,1.8061440068664483,0.22334546109543715,0.8687395032492582,6
4761,0,1,1,0,0,1,3,1,5,-1,-1,-1.083280545957376,-0.8734500879081745,-0.7471598164196173,-0.3086045334074229,7
17585,1,0,0,0,0,1,0,0,0,-1,-1,-1.083280545957376,-1.08234317594168,-0.7273535862662488,-0.5163711281115431,5
2212,1,1,1,0,0,1,5,0,0,-1,-1,-0.6719843689381721,1.4819995599179052,1.7385220678281241,-0.533685011003553,3
885,0,1,1,0,1,1,5,5,1,1,1,0.2798724978776998,-0.49888317143430244,-0.48967882442582733,-0.27397676762340284,29
11618,0,1,1,0,0,0,5,0,0,-1,-1,-1.083280545957376,-0.2899900834007969,0.3322797269389637,2.1153390714739793,28
15088,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,-0.3404125529261258,-0.7966753918030385,-0.533685011003553,22
802,0,1,1,0,1,0,5,0,0,-1,-1,-0.4017040240398381,-1.0031078666875917,-0.6184193204227223,-0.18740735316335277,11
9482,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
17560,1,1,1,0,0,1,5,4,12,-1,-1,-1.083280545957376,-1.0247174964841612,-0.7471598164196173,-0.533685011003553,29
1414,0,0,0,0,1,0,0,0,0,-1,-1,0.197613262473859,0.7832881964954902,-0.39064767365898506,-0.533685011003553,7
6719,0,1,1,0,1,1,5,1,0,-1,-1,-0.14317499848490997,0.005341523818986789,-0.2123916022786689,-0.2220351189473728,29
1332,0,0,0,0,0,1,0,0,0,-1,-1,-1.083280545957376,4.089561555370629,-0.7966753918030385,-0.533685011003553,7
6527,1,1,1,0,1,1,5,3,5,1,1,-0.36645006600962066,-0.570915270756201,-0.32132586812219543,-0.27397676762340284,21
11157,0,1,1,0,0,0,5,6,12,3,3,-1.083280545957376,-0.8230276183828455,-0.2817134078154585,-0.533685011003553,9
1931,0,1,1,0,1,1,5,3,0,-1,-1,-0.16667763717172163,-0.15312909468918984,0.11441119525191064,0.3839507822729777,4
7634,1,1,0,0,1,0,5,0,0,-1,-1,-0.6602330495947664,-0.6861666296712384,0.6095669490861221,-0.533685011003553,29
476,1,1,1,0,1,0,5,5,0,-1,-1,0.37388305262494637,0.35829881049628926,-0.7966753918030385,-0.533685011003553,13
11382,0,1,0,0,1,1,0,0,0,-1,-1,-0.23718555323215657,0.48075337934351664,-0.2123916022786689,1.5786087018216688,8
9318,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
277,0,1,1,0,1,1,5,3,0,-1,-1,2.5831310891852417,-1.08234317594168,-0.6778380108828277,-0.464429479435513,11
717,1,1,1,0,1,1,5,5,0,-1,-1,-0.049164443737663356,0.5095662190722761,-0.6481286656527749,0.22812583624488758,11
13249,0,1,1,0,1,1,5,6,1,-1,-1,0.2798724978776998,1.6836894380192209,0.6788887546229116,-0.27397676762340284,29
14760,1,0,1,0,1,1,5,4,0,-1,-1,-1.083280545957376,0.15660893239497356,0.4214077626291217,1.7344336478497588,25
16577,1,0,0,0,0,0,0,0,0,3,3,-0.5897251335343313,0.30067313103877047,1.3919130401441762,-0.533685011003553,21
7684,1,0,1,0,1,0,5,0,0,-1,-1,0.3856343719683522,-0.239567613875468,0.1045080801752264,0.1588703046768475,11
1783,0,1,1,0,1,0,5,3,9,-1,-1,0.35038041393813474,0.7256625170379715,-0.5887099751926697,0.5224618454090578,29
3813,0,1,1,0,1,1,5,1,9,-1,-1,-0.27243951126237403,0.7112560971735917,-0.5292912847325643,-0.08352405581129269,29
4002,0,0,0,0,1,1,0,0,0,-1,-1,0.2916238172211056,1.0498069639865144,0.7085980998529644,-0.533685011003553,29
15397,1,1,1,0,1,1,5,1,9,0,0,0.2563698591908881,1.0209941242577552,0.9561759767700702,0.3493230164889577,4
4268,0,1,1,0,1,1,5,5,9,-1,-1,0.0683487496963949,-0.3980382323836446,1.2433663139939128,-0.533685011003553,29
11847,0,0,1,0,1,1,5,0,0,-1,-1,0.17411062378704734,-0.6501505800102892,0.3124734967855952,-0.18740735316335277,29
17227,1,1,1,0,1,1,1,2,0,-1,-1,1.3374912387842242,0.5455822687332252,-0.4203570188890377,-0.533685011003553,29
9536,0,0,1,0,1,0,3,0,9,-1,-1,-0.9657673525233178,-1.0391239163485408,-0.5986130902693538,-0.481743362327523,25
15899,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,-0.37642860258707506,-0.7966753918030385,-0.533685011003553,22
11564,1,1,1,1,1,1,1,5,9,-1,-1,1.678279499742993,-0.4772735416377329,-0.5590006299626169,-0.5163711281115431,29
16072,1,1,1,0,1,1,5,5,9,-1,-1,-0.3076934692925915,-0.09550341523167107,0.6689856395462275,-0.533685011003553,29
4254,0,1,0,0,1,1,5,1,5,-1,-1,0.45614228802878715,-0.5132895912986821,-0.6976442410361962,-0.49905724521953304,24
3125,1,1,1,0,1,0,5,1,1,-1,-1,-0.8717567977760712,-0.6357441601459095,-0.7966753918030385,-0.533685011003553,28
9664,0,0,0,0,1,1,0,0,0,-1,-1,-0.5192172174738964,-0.6285409502137197,-0.7966753918030385,-0.533685011003553,29
8618,1,1,1,0,1,0,3,1,0,-1,-1,0.6324120781798745,0.8193042461564394,0.995788437076807,2.0114557741219192,29
234,0,0,0,0,1,1,0,0,0,-1,-1,0.2798724978776998,-0.7654019389253268,-0.2421009475087216,0.22812583624488758,29
11281,0,1,1,0,1,1,5,0,9,-1,-1,-0.9305133944931003,-1.132765645467009,-0.6481286656527749,0.4532063138410178,9
4702,0,1,1,0,0,0,5,3,1,-1,-1,-1.083280545957376,1.5468284493076139,0.14412054048196332,0.9206811519252882,19
15841,0,1,1,0,1,0,5,3,0,-1,-1,-0.5192172174738964,-0.7798083587897064,-0.7966753918030385,-0.5163711281115431,21
14903,0,1,1,0,1,1,3,5,9,1,1,3.264707611102779,-0.5997281104849603,0.18373300078870025,-0.533685011003553,26
1678,0,1,0,0,1,1,0,0,0,-1,-1,-0.23718555323215657,0.48075337934351664,-0.2123916022786689,1.5266670531456388,8
15995,0,1,1,0,1,1,5,4,9,-1,-1,0.738173952270527,0.6176143680551237,0.19363611586538448,0.2454397191368976,21
2254,0,1,1,0,1,1,1,6,9,-1,-1,0.13885666575682987,1.3667482010028678,0.07479873494517372,0.020359241540767407,29
1013,0,1,1,0,0,0,5,5,0,-1,-1,-1.083280545957376,-1.0535303362129207,-0.5292912847325643,-0.533685011003553,5
17604,0,1,1,0,0,0,5,0,0,-1,-1,-1.083280545957376,-0.2899900834007969,-0.014329300744984336,-0.533685011003553,26
14113,0,1,1,0,1,1,5,3,1,-1,-1,1.3374912387842242,0.18542177212373295,-0.16287602689524777,-0.15277958737933273,4
9353,0,1,1,0,1,1,5,3,1,-1,-1,-0.2841908306057799,1.5612348691719935,0.5798576038560694,-0.533685011003553,11
16633,0,1,1,0,1,1,5,0,0,-1,-1,-0.6954870076249838,0.8193042461564394,-0.2520040625854058,-0.20472123605536277,29
14560,1,1,1,0,1,0,5,3,9,2,2,0.6441633975232803,0.17101535225935324,-0.08365110628177394,0.020359241540767407,9
1396,0,1,1,1,1,1,5,3,9,-1,-1,0.5031475654024105,0.3510956005640994,3.065539488103811,-0.13546570448732273,29
7587,0,0,1,0,1,0,5,3,0,-1,-1,0.6559147168666862,-0.023471315909772597,0.11441119525191064,0.9206811519252882,6
7148,1,1,1,0,1,1,5,3,5,1,1,0.3033751365645114,0.3510956005640994,0.01538004448506835,-0.2220351189473728,1
17823,0,1,1,0,0,0,1,1,1,0,1,-1.083280545957376,0.12779609266621417,0.3421828420156479,-0.15277958737933273,29
12013,1,0,0,0,1,1,3,5,0,-1,-1,2.089575676762197,2.0222403048321436,-0.7966753918030385,-0.533685011003553,10
